Case,Threads,Time
0,1,0.017000
0,1,0.016000
0,1,0.017000
0,1,0.018000
0,1,0.018000
0,1,0.017000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.018000
0,1,0.016000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.016000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.018000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.021000
0,1,0.016000
0,1,0.019000
0,1,0.016000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.017000
0,1,0.021000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.018000
0,1,0.016000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.017000
0,1,0.018000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.018000
0,1,0.016000
0,1,0.017000
0,1,0.017000
0,1,0.016000
0,1,0.022000
0,1,0.017000
0,1,0.017000
0,1,0.018000
0,1,0.017000
0,1,0.016000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.015000
0,1,0.016000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.017000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.018000
0,1,0.017000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.017000
0,1,0.017000
0,1,0.016000
0,1,0.018000
0,1,0.017000
0,1,0.016000
0,1,0.017000
0,1,0.018000
0,1,0.016000
0,1,0.016000
0,1,0.016000
0,1,0.015000
0,1,0.020000
0,1,0.020000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.013000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.011000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.011000
0,2,0.010000
0,2,0.010000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.010000
0,2,0.009000
0,2,0.009000
0,2,0.009000
0,2,0.010000
0,2,0.011000
0,2,0.009000
0,2,0.011000
0,2,0.010000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.008000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.005000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.005000
0,4,0.007000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.005000
0,4,0.006000
0,4,0.005000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.007000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.010000
0,4,0.005000
0,4,0.006000
0,4,0.005000
0,4,0.005000
0,4,0.007000
0,4,0.007000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.007000
0,4,0.007000
0,4,0.007000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.005000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.006000
0,4,0.007000
0,4,0.006000
0,4,0.005000
0,4,0.007000
0,4,0.005000
0,4,0.007000
0,4,0.005000
0,4,0.005000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.007000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.007000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.007000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.005000
0,8,0.008000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.006000
0,8,0.010000
0,8,0.006000
0,8,0.007000
0,8,0.005000
0,8,0.005000
1,1,0.016000
1,1,0.022000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.018000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.015000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.018000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.021000
1,1,0.016000
1,1,0.017000
1,1,0.018000
1,1,0.016000
1,1,0.018000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.019000
1,1,0.016000
1,1,0.016000
1,1,0.018000
1,1,0.017000
1,1,0.016000
1,1,0.018000
1,1,0.018000
1,1,0.025000
1,1,0.018000
1,1,0.016000
1,1,0.021000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.018000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.016000
1,1,0.016000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.017000
1,1,0.016000
1,1,0.017000
1,1,0.018000
1,2,0.010000
1,2,0.011000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.011000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.011000
1,2,0.010000
1,2,0.010000
1,2,0.011000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.013000
1,2,0.009000
1,2,0.008000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.010000
1,2,0.010000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.012000
1,2,0.009000
1,2,0.010000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.012000
1,2,0.010000
1,2,0.010000
1,2,0.010000
1,2,0.010000
1,2,0.011000
1,2,0.009000
1,2,0.010000
1,2,0.010000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.011000
1,2,0.010000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,2,0.009000
1,2,0.010000
1,2,0.009000
1,2,0.009000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.007000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.005000
1,4,0.006000
1,4,0.007000
1,4,0.007000
1,4,0.006000
1,4,0.005000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.008000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.005000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.007000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.007000
1,4,0.007000
1,4,0.008000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.007000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,4,0.006000
1,4,0.005000
1,4,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.005000
1,8,0.007000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.005000
1,8,0.006000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.008000
1,8,0.006000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.005000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.007000
1,8,0.007000
1,8,0.007000
1,8,0.007000
1,8,0.007000
1,8,0.007000
1,8,0.005000
1,8,0.006000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.007000
1,8,0.005000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.005000
1,8,0.007000
1,8,0.007000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
1,8,0.006000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.018000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.017000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.020000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.015000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.018000
2,1,0.018000
2,1,0.018000
2,1,0.018000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.017000
2,1,0.018000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.018000
2,1,0.017000
2,1,0.017000
2,1,0.016000
2,1,0.019000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.016000
2,1,0.017000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.011000
2,2,0.010000
2,2,0.010000
2,2,0.012000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.011000
2,2,0.009000
2,2,0.013000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.011000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.010000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.013000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.011000
2,2,0.011000
2,2,0.011000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.010000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.011000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.012000
2,2,0.009000
2,2,0.009000
2,2,0.012000
2,2,0.011000
2,2,0.008000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.012000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.010000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,2,0.009000
2,4,0.005000
2,4,0.005000
2,4,0.007000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.007000
2,4,0.007000
2,4,0.007000
2,4,0.005000
2,4,0.006000
2,4,0.005000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.005000
2,4,0.006000
2,4,0.005000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.006000
2,4,0.007000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.008000
2,4,0.007000
2,4,0.009000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.007000
2,4,0.005000
2,4,0.007000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.007000
2,4,0.005000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.007000
2,4,0.007000
2,4,0.006000
2,4,0.006000
2,4,0.007000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.006000
2,4,0.008000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,4,0.005000
2,4,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.005000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.008000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.005000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.006000
2,8,0.005000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.005000
2,8,0.006000
2,8,0.006000
2,8,0.007000
2,8,0.006000
2,8,0.006000
2,8,0.005000
2,8,0.007000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.007000
2,8,0.007000
2,8,0.006000
2,8,0.006000
